article	aid	url	imageUrl	iid	hashvalueImage	title	text	nReads	nRecs	nClicks	ctr
509017858	118182	https://www.ksta.de/region/leverkusen/stadt-leverkusen/politischer-rueckblick-in-opladen-waechst-die-bahnstadt---autobahn-bleibt-dauerthema-31803694	https://www.ksta.de/image/31803690/2x1/300/150/f953ca466b5024b1607ddc59fdbdd73c/vF/opladen-bahnhof-aufzug.jpg	118816	ffc3e7e4e4404004	In Opladen wächst die Bahn­stadt – Auto­bahn bleibt Dauert­hema	Wer auf dieses Jahr in Lever­kusen zurück­blickt, dem fallen drei Bereiche auf, in denen sich sichtbar etwas getan hat: Die Auto­bahn­bau­stelle am Kreuz Lever­ku­sen-West, der östliche Chem­park mit den Bauar­beiten für die neue Cove­stro-Zen­trale und j	515	5	0	0.0
509018692	118183	https://www.ksta.de/panorama/dramatische-rettung-acht-menschen-sitzen-in-50-meter-hoehe-in-karussell-fest-31811928	https://www.ksta.de/image/31811916/2x1/300/150/f33ea78f571aabf29aa5b41b4e278f2a/fe/rennes-afp-neu.jpg	118817	1030180000181810	Acht Menschen sitzen in 50 Meter Höhe in Karus­sell fest	Diesen Start ins neue Jahr werden sie nicht vergessen: Gefangen in einem Karus­sell in rund 50 Metern Höhe haben acht Menschen im fran­zö­si­schen Rennes die Silves­ter­nacht verbracht. Erst nach acht Stunden konnten sie gerettet werden, wie die Bürger­me	6826	127874	466	0.0036442122714547133
509019264	118184	https://www.ksta.de/region/von-regionalzug-erfasst-mann-stirbt-am-neujahrsmorgen-an-bahnuebergang-31811940	https://www.ksta.de/image/31811932/2x1/300/150/d2a1f2bf71de5294f8d82a28009b7d7/te/bahnuebergang-symbolbild-dpa.jpg	118818	9fffff3060705000	Mann stirbt am Neujahrs­morgen an Bahn­über­gang	Ein 24-Jäh­riger ist am frühen Neujahrs­morgen in Kaarst (Kreis Neuss) von einer heran­na­henden Regio­nal­bahn erfasst und getötet worden. Der junge Mann hatte als Fußgänger einen Bahn­über­gang betreten.Man gehe von geschlos­senen Schranken zum Unfall­z	1911	22	0	0.0
509019938	118185	https://www.ksta.de/region/rhein-sieg-bonn/sankt-augustin/wm-in-katar-sankt-augustiner-ist-juengster-weltmeister-im-billardsport-31801278	https://www.ksta.de/image/31801276/2x1/300/150/57db8b2682e6a8d9f5f9ede40f7ac0cb/RL/pool-billard-weltmeister-281218.jpg	118819	7c1c787430302838	Sankt Augus­tiner ist jüngster Welt­meister im Billard­sport	Joshua Filler (21) vom 1. PBC Sankt Augustin hat im Dezember über­ra­schend den WM-Titel im Pool­bil­lard gewonnen. Der Youngster setzte sich in der Diszi­plin 9-Ball im Finale in Doha gegen den Titel­ver­tei­diger Carlo Biado von den Phil­ip­pinen mit 13	2488	8	0	0.0
509020498	118186	https://www.ksta.de/region/rhein-berg-oberberg/kuerten/neuer-dorfplatz-foerderagentur-leader-will-duerscheid-helfen---infotreffen-ende-januar-31798842	https://www.ksta.de/image/31798836/2x1/300/150/6b63ecb076ace7c3654f94f1cd3fe3d0/Zd/duerscheid-dorfplatz-271218.jpg	118820	9f17031e3fae8080	Förder­agentur Leader will Dürscheid helfen – Infotreffen Ende Januar	Die Verant­wort­li­chen des Förder­pro­jekts Leader Bergi­sches Wasser­land denken an so etwas wie einen Stra­te­gie­wechsel. Für die verblei­benden Bewer­bungs­runden 2019/20 für Gelder aus dem Euro­päi­schen Land­wirt­schafts­fonds der Euro­päi­schen Un	449	6	0	0.0
509020988	118187	https://www.ksta.de/region/euskirchen-eifel/schleiden---gemuend/familientag-bis-wildniscamp-diese-veranstaltungen-erwarten-gaeste-im-nationalpark-eifel-31801832	https://www.ksta.de/image/31801848/2x1/300/150/1b6f59ba5a2a6bbfeabb289b934848c6/Bw/veranstaltungskalender-2019-nationalpark-eifel-2.jpg	118821	33f1f8382420d8ff	Diese Veran­stal­tungen erwarten Gäste im Natio­nal­park Eifel	Die Natio­nal­park­ver­wal­tung Eifel präsen­tiert in diesen Tagen den druck­fri­schen Veran­stal­tungs­ka­lender für das kommende Jahr: Insge­samt 675 Ange­bote im neuen Jahr machen den Natio­nal­park zu einem lohnens­werten Ausflugs­ziel. Leiter Dr. Mic	810	7	0	0.0
509021100	118188	https://www.ksta.de/region/leverkusen/stadt-leverkusen/bilanz-zum-jahreswechsel-feuerwehr-spricht-von-ruhigem-silvester---brand-in-garage-31811946	https://www.ksta.de/image/31811950/2x1/300/150/51a96feea90cd0b570c914820c68b88f/hi/feuerwehr-silvester-tiefgarage-1.jpg	118822	0717367c7c383838	Feuer­wehr spricht von ruhigem Silvester – Brand in Garage	Die Feuer­wehr Lever­kusen hat eine erste Bilanz zu der Silves­ter­nacht gezogen. Zwischen 20 und 7.30 Uhr kam es in Lever­kusen zu 33 Rettungs­dienst- und sechs Feuer­wehr­e­in­sätzen, teilten die Einsatz­kräfte mit. Die Wehr­leute bilan­zieren ein „ver­	2114	21	0	0.0
509021492	118189	https://www.ksta.de/koeln/silvesternacht-so-schoen-hat-koeln-den-jahreswechsel-gefeiert-31811980	https://www.ksta.de/image/31812034/2x1/300/150/43b89fd7f1dc7855bc0511da25925a9f/zy/silvestermuell2.jpg	118823	cf8f11001df0c008	Stadt­rei­niger besei­tigen rund 30.000 Liter Müll	Nach dem Feiern kommt das große Aufräumen: Rund 150 Stadt­rei­niger sind am Neujahrstag im Einsatz, um die Kölner Straßen und Plätze von den Über­bleib­seln der Silves­ter­nacht zu befreien. Zum Vergleich: An Karneval sind es rund 700 Mitar­beiter. Die wi	7121	65	0	0.0
509022248	118190	https://www.ksta.de/region/oberberg-ks/brand-in-gummersbach-balkon-stand-in-flammen---silvesterrakete-wohl-ausloeser-31812018	https://www.ksta.de/image/31812126/2x1/300/150/618c017915560ad8c3eaa940fc65b188/dP/balkon-brennt.jpg	118824	407c3c381c180810	Balkon stand in Flammen – Silves­ter­ra­kete wohl Auslöser	Wegen eines bren­nenden Balkons ist die Gummers­ba­cher Feuer­wehr knapp einein­halb Stunden vor dem neuen Jahr auf den Bern­berg gerufen worden. Als die ersten Wehr­männer von der Einheit Bern­berg am Montag gegen 22.30 Uhr an dem mehr­stö­ckigen Wohn­ha	184	3	0	0.0
509022463	118191	https://www.ksta.de/region/rhein-erft/silvester-bilanz-in-rhein-erft-zahl-gemeldeter-braende-mehr-als-versiebenfacht-31811936	https://www.ksta.de/image/29410320/2x1/300/150/c078c1cab8a98323ea81468b2158c13d/rK/silvester-2018.jpg	118825	00407e7e7f7f0000	Zahl gemel­deter Brände mehr als versie­ben­facht	Bilanz zum neuen Jahr: Die Polizei im Rhein-Erft-Kreis hat in der Silves­ter­nacht im Vergleich zum Vorjahr ein erhöhtes Einsatz­auf­kommen fest­ge­stellt. Im Zeit­raum zwischen dem 31.12., 18 Uhr und dem 01.01., 6 Uhr, kam es zu insge­samt 213 Einsätzen 	2133	13	0	0.0
509023903	118192	https://www.ksta.de/koeln/-sternenjaeger--koelner-fotograf-reist-fuer-bilder-vom-sternenhimmel-um-die-ganze-welt-31807154	https://www.ksta.de/image/31807142/2x1/300/150/5acc8ae2c3694f64e26f3cb04cae497d/nl/milchstrasse-ueber-kreta.jpg	118826	007cffffffff0000	Kölner Foto­graf reist für Bilder vom Ster­nen­himmel um die ganze Welt	Bernd Pröschold steht mitten im norwe­gi­schen Eis. Er beob­achtet eine Rentier­füt­te­rung. Eimer­weise verschlingen die genüg­samen Tiere ihre schwach­grüne, geschmack­lose Kost. „Magst du versu­chen? Es schmeckt nach nichts“, sagt der Züchter. Pröschol	1193	11	0	0.0
509025877	118193	https://www.ksta.de/politik/gleichberechtigung-goering-eckardt-will-neue-behoerden-nur-noch-im-osten-ansiedeln-31812210	https://www.ksta.de/image/31812258/2x1/300/150/4391571d1ec6b06a92086b282bcfe6b2/ke/goering-eckardt-november-2018.jpg	118827	0064dec6e7ffffef	Göring-Eckardt will neue Behörden nur noch im Osten ansie­deln	Grünen-Frak­ti­ons­chefin Katrin Göring-Eckardt fordert zum Auftakt des Land­tags­wahl­jahres in Bran­den­burg, Thüringen und Sachsen mehr Unter­stüt­zung für den Osten. „Die Bundes­re­gie­rung muss sich verpflichten, ab sofort jede neue Bundes­be­hörde u	131	6	0	0.0
509026159	118194	https://www.ksta.de/region/notoperation-mann-geraet-in-duesseldorf-unter-u-bahn---lebensgefaehrlich-verletzt-31812204	https://www.ksta.de/image/31812276/2x1/300/150/7056fac8b458c0437a06e9ffb0df8155/dH/symbolbild-u-bahn.jpg	118828	d8defcf083030005	Mann gerät in Düssel­dorf unter U-Bahn – lebens­ge­fähr­lich verletzt	In der Silves­ter­nacht hat sich ein Mann in Düssel­dorf lebens­ge­fähr­lich verletzt, nachdem er an einer Halte­stelle in Heerdt unter eine anfah­rende Bahn geraten war. In den frühen Morgen­stunden wurde der Mann noch notope­riert.Gegen Scheiben der U-B	110	2	0	0.0
509028058	118195	https://www.ksta.de/politik/drei-menschen-verletzt-polizei-stuft-messerattacke-in-manchester-als-terrorismus-ein-31812324	https://www.ksta.de/image/31812316/2x1/300/150/913a8c21a82a49f2aa097a0335e0ae2d/bN/manchester-1.jpg	118829	fff3ffcd80818000	Polizei stuft Messe­r­at­tacke in Manche­ster als Terro­rismus ein	Die Polizei geht bei der Messe­r­at­tacke am zentralen Bahnhof in Manche­ster am Montag­abend mit drei Verletzten von einem terro­ris­ti­schen Hinter­grund aus. Das bestä­tigte eine Spre­cherin der Greater Manche­ster Police am Dienstag.Einsatz­kräfte hat	193	6	0	0.0
509028431	118196	https://www.ksta.de/region/leverkusen/burscheid/hubschrauber-im-einsatz-zwei-schwerverletzte-nach-kollision-auf-b51-bei-burscheid-31812288	https://www.ksta.de/image/31812322/2x1/300/150/3053ad871d0dedd9ab3b3774748c0df/sK/unfall-burscheid-b51-3.jpg	118830	fcf8d0c098988060	Zwei Schwer­ver­letzte nach Unfall auf B51 bei Burscheid	Zwei Menschen sind bei einem schweren Unfall auf der B51 bei Burscheid am Diens­tag­mittag schwer verletzt worden. Ein 22-jäh­riger Jaguar-Fahrer und ein 31-jäh­riger BMW-Fahrer wurden ins Kran­ken­haus gebracht. Ein Hubschrauber wurde ange­for­dert, muss	39343	242774	1445	0.005952037697611771
509028542	118197	https://www.ksta.de/kultur/vorschau-zum-weimarer--tatort--bud-spencer--karl-may-und-ein-bisschen-krimi-31810142	https://www.ksta.de/image/31810192/2x1/300/150/94b0a66adb1fa6f5e3c8b489794d4e77/Cu/tatort-1.jpg	118831	9f8f1f1f16260909	Bud Spencer, Karl May und ein biss­chen Krimi	Als ein toter India­ner-Häupt­ling aus der Ilm gefischt wird, führt die Spur, das ist ja auch nicht allzu schwer, das Kommissar­s-Paar Lessing (Chris­tian Ulmen) und Dorn (Nora Tschirner) in die West­ern­stadt El Doroda. Der tote Pseu­do-In­dianer war der	691	15	0	0.0
509029167	118198	https://www.ksta.de/panorama/fremdenfeindliche-aeusserungen-mann-faehrt-in-bottrop-in-menschenmengen---vier-verletzte-31812336	https://www.ksta.de/image/31812516/2x1/300/150/80236597d7740506781ce12ac3e97320/Dq/f-amoklauf-bottrop.jpg	118832	e3e243c3cf703617	Kind unter Verletzten – Opfer außer Lebens­ge­fahr	Aus Frem­den­hass ist ein Auto­fahrer in der Silves­ter­nacht im Ruhr­ge­biet mehr­mals gezielt in Menschen­gruppen gefahren und hat mindes­tens fünf Personen verletzt. „Es gab die klare Absicht von diesem Mann, Ausländer zu töten“, sagte NRW-In­nen­mi­ni	5752	53	0	0.0
509033746	118199	https://www.ksta.de/politik/rnd/-bezahltes-nichtstun--habeck-widerspricht-nahles-zu-bedingungslosem-grundeinkommen-31812478	https://www.ksta.de/image/31812498/2x1/300/150/dfacba5a751d1ab827893b79986fffa2/xc/robert-habeck-0119.jpg	118833	eeefe7e7e7e3c1c1	Habeck wider­spricht Nahles zu bedin­gungs­losem Grund­ein­kommen	Grünen-Chef Robert Habeck hat die entschie­dene Absage an ein bedin­gungs­loses Grund­ein­kommen durch SPD-Chefin Andrea Nahles kriti­siert. „Was Arbeit ist, wird in Zukunft anders beant­wortet werden müssen“, sagte Habeck dem Redak­ti­ons­Netz­werk Deuts	1954	18	0	0.0
509035122	118200	https://www.ksta.de/region/euskirchen-eifel/dahlem/dahlem-wie-die-abtei--maria-frieden--ihren-namen-erhielt-31802468	https://www.ksta.de/image/31802466/2x1/300/150/659f63e094c9634d8b2c92aee5baa7f0/SE/kloster-maria-frieden.jpg	118834	fff7dfc70e0a0208	Wie die Abtei „Maria Frieden“ ihren Namen erhielt	Nach dem Zweiten Welt­krieg befand sich auf einem 550 Meter hohen Plateau die ehema­lige Schä­ferei Dahlemer Binz. Sie gehörte der briti­schen Besat­zungs­macht.1952 kaufte die Abtei Maria­wald vom Orden der „Zis­ter­zi­enser stren­gerer Obser­vanz“ die 3	708	3	0	0.0
509035347	118201	https://www.ksta.de/politik/bomben-neujahrsgruss-us-militaer-entschuldigt-sich-fuer-zynischen-tweet-31812436	https://www.ksta.de/image/31812522/2x1/300/150/4c348293675c1bbe1196ef8b55197103/jo/b2-tweet-silvester.jpg	118835	fffefcf0f0800000	US-Mi­litär entschul­digt sich für zyni­schen Tweet	Mit einem Neujahrs­gruß auf dem Kurz­nach­rich­ten­dienst Twitter ist das Militär der Verei­nigten Staaten weit über das Ziel hinaus­ge­schossen. Der Tweet wurde nicht nur nach kurzer Zeit gelöscht, sondern es folgte auch eine offi­zi­elle Entschul­di­gun	1692	21	0	0.0
509035371	118202	https://www.ksta.de/koeln/mehr-als-3000-besucher-feiern-jahreswechsel--silvesterzauber-auf-der-rennbahn--31812494	https://www.ksta.de/image/31812542/2x1/300/150/57483833e03f772a0a8bff17c1256db8/LK/rennbahn-1.jpg	118836	80e9dfffff800000	Silves­ter­zauber auf der Renn­bahn	Mit über 3000 Besu­chern feierte die DuMont LiveKon zum zweiten Mal auf der Kölner Galopp­renn­bahn in das neue Jahr.Das Programm star­tete um 21 Uhr mit Musik, Eisstock­schießen und gesel­ligem Beisam­men­sein.Ab 22 Uhr star­tete das Unplug­ge­d-Kon­zert	3564	39	0	0.0
509035718	118203	https://www.ksta.de/region/rhein-erft/frechen/wechsel-nach-elsdorf-wirtschaftsfoerderin-susanne-dettlaff-verlaesst-frechener-rathaus-31801330	https://www.ksta.de/image/31801328/2x1/300/150/48d558ac928c8dd725c933a55e71a807/Zd/susanne-dettlaff-281218.jpg	118837	fff7f301e1310198	Wirt­schafts­för­derin Susanne Dettlaff verlässt Frechener Rathaus	Die Frechener Stadt­ver­wal­tung muss sich schon bald nach einer neuen Leitung für die Wirt­schafts­för­de­rung umsehen. Susanne Dettlaff, die das Amt seit August 2016 inne­hatte, wird im kommenden Jahr ins Elsdorfer Rathaus wech­seln. Wie die Stadt­ver­w	542	7	0	0.0
509037316	118204	https://www.ksta.de/region/rhein-berg-oberberg/silvesterbilanz-rhein-berg-zahlen-leicht-unter-durchschnitt---braende-und-einbrueche-31812524	https://www.ksta.de/image/31812624/2x1/300/150/d10629ea43da0103dcf40d886afd1a/vP/unfall-rhein-berg-silvester.jpg	118838	c0ccdcfcd8c0c0c0	Zahlen leicht unter Durch­schnitt – Brände und Einbrüche	Zum Jahres­wechsel ist die Polizei Rhein-Berg zu circa 90 Einsätzen zwischen 18 Uhr am Abend und 6 Uhr morgens ausge­rückt. Damit lag die Einsatz­zahl leicht unter dem lang­jäh­rigen Mittel­wert von 100. In der Nacht erhielten 20 Personen einen Platz­ver­	1680	18	0	0.0
509038519	118206	https://www.ksta.de/panorama/brand-bemerkt-maedchen-bewahrt-elternhaus-vor-feuer-31812656	https://www.ksta.de/image/31812648/2x1/300/150/55d50810a3ef082d180014310efa990e/so/feuerwehr-symbolbild-dpa.jpg	118840	d0d0929f9f9e9890	Mädchen bewahrt Eltern­haus vor Feuer	Ein kleines Kind aus Mönchen­glad­bach hat seine Familie zu Silvester offen­sicht­lich vor einem verhee­renden Feuer im Haus bewahrt. Nach Angaben der Feuer­wehr hörte das fünf Jahre alte Mädchen kurz nach Mitter­nacht Knis­ter­ge­räusche aus Rich­tung de	803	14	0	0.0
509041244	118207	https://www.ksta.de/koelner-silvesterbilanz--touristin-auf-toilette-vergewaltigt--31812698	https://www.ksta.de/image/31812730/2x1/300/150/73db21dee89a4e7557d6483751eaa262/Ut/010119silvesternacht101.jpg	118841	fc009686c2c2c3c3	Touristin auf Toilette verge­wal­tigt	In der Toilette einer Gast­stätte in der Altstadt wurde in der Silves­ter­nacht eine 28-jäh­rige Touristin aus Süddeutsch­land von einem Unbe­kannten verge­wal­tigt. Die beiden hatten sich nach Poli­zei­an­gaben erst kurze Zeit vorher kennen­ge­lernt und 	60284	294843	1896	0.006430540999786327
509041408	118208	https://www.ksta.de/panorama/silvester-angriffe-auf-einsatzkraefte-und-streitschlichter-in-der-neujahrsnacht-31812740	https://www.ksta.de/image/31812768/2x1/300/150/5f1197eb1700c8ad9fa5c3afb11330e9/Uw/rettungskraefte-silvesternacht.jpg	118842	3f7f3f2f03030301	Angriffe auf Einsatz­kräfte und Streit­sch­lichter in der Neujahrs­nacht	In der Neujahrs­nacht ist es wieder zu Über­griffen auf Einsatz­kräfte von Polizei und Feuer­wehr gekommen. In Berlin zählte die Feuer­wehr zwar weniger Einsätze als in der Silves­ter­nacht des Vorjahrs - unver­än­dert sei aber die Aggres­si­vität gegen­ü	1386	20	0	0.0
509041433	118209	https://www.ksta.de/region/leverkusen/stadt-leverkusen/in-silvesternacht-quettinger-bedroht-nachbarn-mit-schreckschusspistole-31812706	https://www.ksta.de/image/24066588/2x1/300/150/62445195746383ffe80627484d4dfbc3/lv/polizist-zieht-waffe-vor-polizeiauto.jpg	118843	ff38261c11078f5f	Quet­tinger bedroht Nach­barn mit Schreck­schuss­pis­tole	Ein Mann hat seinen Nach­barn am Silves­ter­abend geschlagen und mit einer Schrecks­schuss­pis­tole bedroht. Dies teilte die Polizei am Dienstag mit. Dem Vorfall war ein Streit voran­ge­gangen.Mit Pistole auf Nach­barn geziel­tGegen 23.35 Uhr kam es zunäc	1095	18	0	0.0
509045921	118211	https://www.ksta.de/sport/mix/vierschanzentournee-kobayashi-siegt-erneut-knapp-vor-eisenbichler-31812982	https://www.ksta.de/image/31813008/2x1/300/150/787f00f42e45aa38e1eca9754c624edf/xi/5f9c42006fe98e4a.jpg	118845	e0f0fccccc676258	Koba­yashi siegt erneut knapp vor Eisen­bichler	Markus Eisen­bichler legte die Hände anein­ander und verneigte sich lächelnd vor Über­flieger Ryoyu Koba­yashi. Der derzeit beste deut­sche Skispringer hat mit Sprüngen auf 138 und 135 Meter und Platz zwei beim tradi­tio­nellen Neujahr­s­s­pringen in Garm	573	3	0	0.0
509046303	118212	https://www.ksta.de/politik/rnd/wer-muss-noch-gebuehren-zahlen--so-setzen-die-bundeslaender-das--gute-kita-gesetz--um-31813006	https://www.ksta.de/image/30527078/2x1/300/150/f93908f0ec48c270babab9ee410a6207/up/kita-symbol.jpg	118846	7d777fffa7000800	So setzen die Bundes­länder das „Gute-Ki­ta-Ge­setz“ um	Viele Länder wollen die Bundes-Mil­li­arden aus dem soge­nannten Gute-Ki­ta-Ge­setz zur finan­zi­ellen Entlas­tung der Eltern einsetzen. Eine deutsch­land­weite Gebüh­ren­frei­heit wird es in naher Zukunft aber nicht geben, ergab eine Umfrage der Deut­sch	879	9	0	0.0
509049255	118213	https://www.ksta.de/wirtschaft/verkehrsminister-scheuer--pkw-maut-startet-im-oktober-2020--31813078	https://www.ksta.de/image/31813096/2x1/300/150/4a322b52edc99c7566389346497b3894/qM/verkehrsminister-andreas-scheuer.jpg	118847	c7d7fff7fe86c000	„Pkw-Maut startet im Oktober 2020“	Die Pkw-Maut auf deut­schen Straßen soll im Oktober 2020 starten. Ein entspre­chender Vertrag sei am 30. Dezember unter­schrieben worden, sagte Bundes­ver­kehrs­mi­nister Andreas Scheuer (CSU) in einem am Dienstag auf Twitter verbrei­teten Video. „Das hei	2954	36	0	0.0
509050084	118215	https://www.ksta.de/koeln/koelner-ortsgruppe-wie-die-neue-partei--volt--2019-durchstarten-will-31807430	https://www.ksta.de/image/31807426/2x1/300/150/6b234f3f4311bc9fc3ee3ff45a56eb8f/Sa/71-142144886--null--30-12-2018-16-19-52-856-.jpg	118849	0040fbfb181a78fc	Wie die neue Partei „Volt“ 2019 durch­starten will	„Gute Lösungen müssen nicht zwangs­läufig links oder rechts sein“, sagt Marc Bruch­mann, 25 Jahre alt; mit dem herkömm­li­chen Links-Rechts-Schema der Politik, das früher seine Berech­ti­gung gehabt haben möge, könne seine Gene­ra­tion nichts mehr anfange	2108	23	0	0.0
